user_id,age,gender,city,session_duration,pages_viewed,total_clicks,cart_value,discount_applied,payment_method,product_category,device_type,month,purchased
2197,60,Female,New York,25.52,4,12,60.88,1,Debit Card,Books,Desktop,Feb,1
2198,40,Other,New York,17.69,4,10,219.35,1,Credit Card,Home,Tablet,Feb,0
2199,23,Other,New York,25.11,7,9,192.35,1,Credit Card,Clothing,Mobile,Feb,1
2200,63,Male,Phoenix,14.59,2,13,223.05,1,PayPal,Sports,Desktop,Jun,1
2201,61,Male,New York,13.76,3,14,141.54,1,Credit Card,Books,Tablet,Jun,1
2202,60,Male,Houston,15.1,2,15,80.12,1,PayPal,Sports,Tablet,Jan,1
2203,62,Male,Phoenix,4.84,2,12,143.25,0,COD,Sports,Desktop,May,1
2204,38,Female,Houston,-6.53,6,11,128.06,1,COD,Home,Mobile,Apr,1
2205,40,Male,Phoenix,8.75,2,9,177.84,0,COD,Home,Tablet,May,0
2206,60,Male,Los Angeles,23.22,5,12,324.59,0,PayPal,Books,Desktop,Jan,0
2207,33,Other,Los Angeles,26.36,6,12,42.62,1,COD,Clothing,Desktop,Jun,0
2208,64,Other,Los Angeles,-1.02,3,14,140.85,1,COD,Clothing,Desktop,Feb,0
2209,32,Other,Los Angeles,25.29,7,14,133.71,0,Credit Card,Sports,Mobile,Jun,1
2210,42,Female,Phoenix,10.26,5,14,81.84,0,Credit Card,Clothing,Mobile,Apr,0
2211,53,Female,New York,3.59,5,11,272.32,1,Debit Card,Home,Tablet,Jun,1
2212,28,Other,Chicago,23.47,2,10,110.89,1,Debit Card,Books,Desktop,May,1
2213,32,Other,Chicago,10.96,10,9,124.18,1,Debit Card,Books,Desktop,Jun,0
2214,21,Male,Los Angeles,35.92,2,12,88.62,0,PayPal,Sports,Mobile,Jan,0
2215,38,Male,New York,9.61,3,10,77.24,1,Credit Card,Home,Desktop,May,0
2216,30,Female,Houston,12.79,5,10,12.06,0,COD,Sports,Desktop,Jan,1
2217,39,Female,New York,7.19,5,13,177.29,0,COD,Electronics,Mobile,Jan,0
2218,36,Male,Houston,16.2,5,9,88.09,0,PayPal,Electronics,Desktop,Jun,1
2219,51,Other,Chicago,21.38,10,15,209.03,0,Debit Card,Electronics,Desktop,Feb,1
2220,31,Male,New York,1.16,5,13,-15.96,0,PayPal,Home,Desktop,Feb,1
2221,21,Female,New York,20.25,7,14,169.95,0,Debit Card,Sports,Desktop,May,1
2222,63,Female,Chicago,11.73,5,6,107.78,1,Debit Card,Books,Tablet,Jan,1
2223,44,Male,New York,8.11,7,9,84.62,1,PayPal,Electronics,Tablet,Apr,0
2224,46,Male,Houston,3.79,5,12,293.5,0,Credit Card,Electronics,Desktop,Jan,1
2225,64,Male,New York,22.83,4,10,17.76,0,Credit Card,Clothing,Tablet,May,0
2226,45,Female,Houston,17.29,3,16,128.98,1,Credit Card,Sports,Mobile,Mar,1
2227,52,Other,Los Angeles,10.34,6,12,172.95,0,PayPal,Electronics,Tablet,Apr,0
2228,25,Male,New York,21.24,3,15,139.5,0,Credit Card,Sports,Tablet,Jun,1
2229,33,Female,Houston,19.24,3,13,152.08,1,Debit Card,Clothing,Tablet,Jun,1
2230,59,Female,Chicago,21.94,7,18,130.36,0,PayPal,Clothing,Tablet,Feb,0
2231,53,Female,Los Angeles,28.12,8,7,71.57,0,PayPal,Electronics,Desktop,Jan,1
2232,47,Male,New York,16.74,5,13,48.29,0,Credit Card,Sports,Mobile,Jun,0
2233,35,Male,Houston,30.46,5,13,-29.39,0,PayPal,Books,Mobile,Mar,0
2234,19,Other,New York,26.42,4,10,197.12,1,PayPal,Clothing,Desktop,Jan,1
2235,30,Female,Houston,21.27,5,12,118.8,1,PayPal,Books,Tablet,Mar,1
2236,21,Male,New York,1.47,4,10,110.33,0,PayPal,Electronics,Tablet,Apr,1
2237,43,Female,Los Angeles,15.88,3,17,142.97,1,PayPal,Books,Desktop,May,1
2238,42,Female,Los Angeles,16.97,4,21,123.11,0,COD,Home,Mobile,May,1
2239,47,Other,New York,16.72,3,13,148.36,0,Debit Card,Electronics,Mobile,Feb,1
2240,28,Male,New York,14.12,7,10,222.75,1,Credit Card,Sports,Desktop,Feb,1
2241,24,Male,Phoenix,20.17,10,12,-8.23,1,COD,Electronics,Tablet,Mar,1
2242,48,Female,New York,21.23,5,11,285.12,0,Credit Card,Electronics,Tablet,Mar,1
2243,61,Female,New York,1.62,6,7,136.9,0,PayPal,Electronics,Tablet,Jan,1
2244,27,Other,Los Angeles,25.84,4,16,222.14,0,PayPal,Electronics,Mobile,Apr,1
2245,56,Other,New York,3.19,4,18,211.14,0,COD,Sports,Desktop,Apr,1
2246,30,Other,Chicago,11.75,7,12,211.8,1,Credit Card,Sports,Tablet,Jan,1
2247,48,Other,New York,7.9,7,15,312.43,0,COD,Books,Desktop,Jun,1
2248,24,Other,Phoenix,9.23,6,10,148.05,1,PayPal,Sports,Desktop,May,0
2249,59,Other,Houston,23.69,2,20,268.42,0,Debit Card,Electronics,Mobile,Jan,1
2250,59,Female,Los Angeles,15.97,4,14,119.74,0,Credit Card,Books,Mobile,May,1
2251,53,Other,Chicago,20.46,8,8,128.44,1,Debit Card,Books,Mobile,May,0
2252,37,Female,Houston,20.06,9,15,98.0,1,PayPal,Books,Desktop,Feb,1
2253,21,Female,Chicago,-0.32,11,8,210.2,1,Credit Card,Books,Mobile,May,0
2254,24,Male,Los Angeles,10.54,4,9,114.31,0,Debit Card,Books,Desktop,Jun,0
2255,18,Female,Phoenix,20.99,5,18,60.47,0,PayPal,Sports,Mobile,May,1
2256,61,Female,Los Angeles,20.25,6,11,275.87,0,Debit Card,Clothing,Tablet,Apr,0
2257,62,Other,Chicago,0.95,3,6,164.61,0,COD,Electronics,Tablet,Jan,1
2258,59,Female,Chicago,23.24,2,12,169.05,0,Credit Card,Books,Tablet,Jun,1
2259,64,Other,Los Angeles,19.93,10,12,107.6,0,COD,Clothing,Tablet,Jan,1
2260,30,Other,New York,7.3,7,13,145.7,1,Credit Card,Books,Desktop,Feb,1
2261,39,Other,Los Angeles,18.27,5,10,125.83,0,PayPal,Electronics,Mobile,Jun,0
2262,38,Male,Phoenix,13.17,5,15,195.49,0,PayPal,Books,Desktop,Mar,0
2263,39,Other,Los Angeles,18.94,3,12,210.29,1,Debit Card,Electronics,Tablet,May,1
2264,45,Female,Houston,0.6,2,12,128.24,0,PayPal,Electronics,Mobile,Jan,1
2265,26,Other,New York,12.18,3,13,70.08,1,COD,Sports,Tablet,Jan,0
2266,43,Other,Houston,24.45,6,13,342.91,1,Credit Card,Electronics,Mobile,Apr,1
2267,26,Other,Los Angeles,19.31,3,9,271.47,0,COD,Electronics,Desktop,Mar,1
2268,32,Male,New York,21.33,7,22,-29.19,1,COD,Books,Mobile,Feb,1
2269,27,Female,Houston,13.13,1,18,120.33,0,COD,Sports,Mobile,Feb,0
2270,41,Male,Houston,19.51,8,18,103.21,0,PayPal,Electronics,Desktop,Jun,1
2271,59,Female,New York,13.7,8,14,169.24,1,PayPal,Home,Tablet,Mar,0
2272,25,Male,New York,7.6,4,20,212.98,0,PayPal,Electronics,Tablet,Jun,1
2273,41,Female,Chicago,12.98,3,18,266.38,0,Debit Card,Books,Tablet,Mar,1
2274,33,Male,New York,26.63,4,15,20.75,1,PayPal,Home,Mobile,Mar,1
2275,43,Other,Los Angeles,24.06,4,6,231.34,0,Credit Card,Sports,Mobile,Apr,1
2276,44,Male,Phoenix,7.06,3,12,136.12,1,PayPal,Home,Tablet,May,1
2277,54,Male,Chicago,11.66,6,19,257.09,1,PayPal,Books,Desktop,Jan,1
2278,21,Other,New York,7.61,5,12,178.76,0,Debit Card,Clothing,Tablet,Mar,1
2279,41,Other,Phoenix,16.44,12,12,173.38,0,Debit Card,Clothing,Tablet,Apr,1
2280,36,Female,Chicago,22.98,5,16,114.2,1,PayPal,Books,Tablet,Apr,0
2281,53,Female,Los Angeles,31.25,5,13,289.02,1,COD,Home,Tablet,May,0
2282,56,Female,Phoenix,3.58,3,9,95.04,0,Debit Card,Books,Desktop,May,1
2283,27,Male,New York,21.87,9,8,149.44,1,Debit Card,Sports,Desktop,Apr,1
2284,42,Female,New York,14.94,5,17,225.96,1,Debit Card,Sports,Tablet,Jun,1
2285,35,Male,Los Angeles,12.06,8,8,134.38,0,Debit Card,Sports,Tablet,Mar,1
2286,36,Male,Chicago,7.52,6,16,221.35,0,COD,Electronics,Desktop,Jan,1
2287,53,Female,Phoenix,29.24,3,15,-55.83,1,COD,Electronics,Desktop,Mar,0
2288,27,Female,Los Angeles,1.97,3,13,109.11,1,Debit Card,Books,Desktop,Apr,1
2289,50,Male,Chicago,11.08,4,20,191.18,0,Credit Card,Clothing,Desktop,May,1
2290,22,Other,Houston,17.94,9,14,79.23,0,PayPal,Books,Tablet,May,1
2291,64,Other,Houston,18.63,8,8,252.88,1,COD,Books,Tablet,Feb,1
2292,52,Male,Chicago,24.97,7,13,162.61,0,PayPal,Sports,Mobile,Apr,1
2293,61,Female,New York,7.95,5,15,136.31,0,COD,Clothing,Mobile,Mar,1
2294,51,Male,New York,20.0,8,11,173.05,1,PayPal,Sports,Desktop,Apr,1
2295,50,Male,Houston,14.5,6,12,77.6,0,PayPal,Clothing,Mobile,Apr,0
2296,38,Female,New York,15.32,4,11,219.8,1,COD,Sports,Desktop,May,1
2297,34,Other,New York,11.32,3,5,71.76,1,PayPal,Clothing,Desktop,Mar,0
2298,39,Male,Chicago,16.29,4,10,241.08,0,COD,Sports,Tablet,May,0
2299,54,Other,Chicago,13.86,3,11,185.66,1,Debit Card,Clothing,Mobile,Jun,0
2300,32,Other,New York,12.15,3,11,188.3,0,COD,Clothing,Desktop,May,0
2301,52,Female,Chicago,10.8,3,6,62.91,1,Debit Card,Books,Tablet,Mar,1
2302,45,Male,Phoenix,17.98,5,13,-39.62,0,PayPal,Home,Tablet,May,1
2303,24,Male,Houston,4.35,5,11,89.35,0,COD,Sports,Tablet,Apr,0
2304,49,Other,Phoenix,13.46,4,14,54.02,0,Credit Card,Electronics,Mobile,May,0
2305,28,Other,Phoenix,8.86,5,10,56.94,1,COD,Sports,Tablet,Feb,1
2306,27,Female,New York,14.02,3,10,144.03,1,COD,Sports,Desktop,Apr,0
2307,26,Other,New York,14.12,4,11,271.17,0,COD,Home,Desktop,Apr,0
2308,31,Female,Phoenix,21.93,1,14,295.6,0,COD,Electronics,Mobile,May,1
2309,30,Male,Phoenix,20.27,10,13,5.64,0,Debit Card,Home,Tablet,Jun,1
2310,42,Female,Los Angeles,17.33,9,15,158.53,1,Debit Card,Electronics,Desktop,Mar,1
2311,19,Other,Los Angeles,16.38,3,6,284.83,1,Credit Card,Home,Desktop,May,0
2312,52,Male,Houston,13.47,12,14,119.93,0,COD,Electronics,Tablet,Mar,1
2313,24,Female,Phoenix,13.33,10,19,203.4,0,PayPal,Clothing,Desktop,Feb,1
2314,38,Male,Chicago,1.02,5,9,234.23,1,COD,Clothing,Desktop,Apr,1
2315,35,Female,Los Angeles,20.87,8,18,35.47,0,Debit Card,Sports,Desktop,Feb,1
2316,20,Other,New York,17.13,6,17,77.43,0,PayPal,Sports,Mobile,Feb,1
2317,59,Other,Phoenix,24.6,5,11,115.66,0,COD,Books,Mobile,Mar,1
2318,56,Male,Chicago,10.56,6,10,244.39,0,Debit Card,Sports,Tablet,Feb,0
2319,58,Male,Chicago,25.08,5,9,221.72,0,Credit Card,Electronics,Tablet,May,1
2320,28,Male,Chicago,13.47,5,16,91.39,0,Debit Card,Home,Mobile,Jun,1
2321,56,Female,New York,10.41,5,7,238.59,1,COD,Home,Tablet,Feb,1
2322,41,Other,Los Angeles,27.36,3,17,229.36,0,Credit Card,Clothing,Desktop,Feb,1
2323,63,Male,Chicago,17.91,7,17,168.09,0,Credit Card,Clothing,Desktop,Mar,0
2324,36,Male,Los Angeles,28.37,3,9,224.43,1,COD,Sports,Desktop,Jun,1
2325,21,Male,Houston,16.36,3,9,229.52,0,PayPal,Clothing,Desktop,May,1
2326,43,Female,New York,21.46,6,16,113.77,0,Credit Card,Electronics,Tablet,Feb,1
2327,55,Male,Los Angeles,23.23,9,13,93.45,1,PayPal,Clothing,Mobile,Mar,1
2328,59,Male,Los Angeles,12.75,8,12,182.33,1,PayPal,Home,Desktop,Feb,1
2329,49,Female,Chicago,17.77,5,12,203.17,1,Debit Card,Clothing,Tablet,Jan,1
2330,56,Female,Chicago,16.23,11,14,236.53,0,Debit Card,Home,Desktop,Mar,1
2331,62,Male,New York,21.66,6,7,246.54,0,COD,Books,Mobile,Mar,1
2332,63,Male,Los Angeles,6.48,6,9,227.62,1,PayPal,Electronics,Tablet,Jan,1
2333,53,Female,Phoenix,19.81,3,22,196.82,1,PayPal,Books,Tablet,May,1
2334,57,Other,Chicago,22.36,1,10,32.7,1,PayPal,Books,Tablet,Feb,0
2335,54,Female,Chicago,9.54,4,13,96.73,0,PayPal,Books,Desktop,Jan,0
2336,50,Other,Houston,7.95,3,10,137.18,0,COD,Home,Desktop,Mar,1
2337,53,Male,New York,1.73,4,5,113.92,0,Credit Card,Clothing,Mobile,Feb,0
2338,20,Male,Los Angeles,31.63,2,12,227.46,1,Credit Card,Books,Tablet,Apr,1
2339,26,Other,Los Angeles,9.15,3,10,33.31,1,PayPal,Books,Mobile,Mar,1
2340,25,Female,Los Angeles,26.34,4,9,214.13,0,Debit Card,Electronics,Mobile,Jan,0
2341,50,Male,Chicago,13.34,5,17,41.89,0,COD,Home,Desktop,Apr,1
2342,23,Other,New York,23.79,7,12,87.53,0,Debit Card,Clothing,Tablet,Mar,1
2343,58,Female,Los Angeles,19.65,2,11,108.33,0,PayPal,Books,Mobile,Jan,1
2344,56,Other,Phoenix,31.82,9,8,60.95,0,Debit Card,Books,Desktop,Apr,1
2345,21,Female,Houston,26.57,4,5,106.08,0,Credit Card,Clothing,Desktop,Mar,1
2346,30,Female,Houston,16.7,6,9,71.52,0,COD,Electronics,Desktop,Apr,1
2347,19,Female,Los Angeles,17.48,3,12,64.89,0,Debit Card,Books,Desktop,Jun,1
2348,22,Female,Chicago,20.43,7,16,240.41,1,Debit Card,Books,Tablet,Apr,0
2349,61,Other,Houston,36.45,5,10,106.28,1,PayPal,Clothing,Mobile,Feb,1
2350,44,Other,Houston,15.54,8,22,149.47,1,PayPal,Sports,Desktop,Mar,1
2351,49,Other,Houston,4.66,10,15,127.04,1,PayPal,Sports,Mobile,Apr,0
2352,38,Other,Houston,16.96,5,13,109.58,0,Credit Card,Sports,Tablet,Apr,0
2353,25,Other,Los Angeles,9.87,5,14,151.01,0,PayPal,Sports,Desktop,Feb,1
2354,55,Female,New York,16.69,5,13,139.72,0,Credit Card,Electronics,Tablet,Mar,1
2355,25,Male,New York,24.21,3,5,-14.23,0,Debit Card,Sports,Desktop,Jun,1
2356,20,Male,Chicago,19.03,6,13,282.61,0,Credit Card,Home,Mobile,Jun,1
2357,61,Other,Phoenix,10.25,6,6,110.99,1,Debit Card,Sports,Desktop,Feb,1
2358,20,Other,New York,13.38,4,9,246.29,1,COD,Books,Desktop,Jan,1
2359,39,Male,Phoenix,6.47,1,13,91.45,1,PayPal,Clothing,Tablet,Jun,0
2360,23,Female,New York,25.21,4,9,60.77,0,Debit Card,Books,Tablet,May,0
2361,19,Other,New York,21.56,4,18,172.83,1,Credit Card,Sports,Desktop,Jun,1
2362,40,Female,Chicago,6.29,5,16,159.73,1,COD,Books,Desktop,Jun,0
2363,61,Male,Houston,35.17,7,20,192.3,0,COD,Sports,Mobile,Mar,0
2364,19,Male,Chicago,13.26,6,14,160.08,1,Debit Card,Clothing,Desktop,Feb,1
2365,55,Other,New York,17.36,4,8,119.47,0,PayPal,Sports,Mobile,Jan,0
2366,34,Female,Houston,12.3,5,11,108.24,1,COD,Home,Tablet,Jan,0
2367,52,Other,Houston,18.36,5,9,139.11,0,PayPal,Electronics,Mobile,May,1
2368,51,Male,Houston,15.75,2,11,309.27,0,Credit Card,Sports,Mobile,Feb,1
2369,40,Female,Phoenix,3.82,4,13,45.17,1,Credit Card,Electronics,Tablet,May,1
2370,47,Other,New York,24.39,3,14,51.38,1,PayPal,Clothing,Desktop,Feb,1
2371,25,Other,Los Angeles,8.37,4,10,219.65,0,Debit Card,Electronics,Desktop,Jun,1
2372,39,Other,Chicago,22.34,4,13,105.48,0,Debit Card,Home,Tablet,Mar,1
2373,61,Male,Phoenix,13.15,7,19,102.64,0,Debit Card,Home,Desktop,Jan,1
2374,53,Other,Chicago,15.51,3,10,133.75,1,PayPal,Clothing,Tablet,May,1
2375,22,Female,Los Angeles,18.86,3,7,148.49,1,Debit Card,Books,Mobile,Mar,0
2376,30,Other,Houston,16.1,4,9,60.04,0,COD,Clothing,Tablet,Jan,1
2377,46,Male,Los Angeles,20.95,7,14,153.89,0,Credit Card,Books,Mobile,Jun,1
2378,48,Other,Chicago,9.33,7,16,145.64,0,PayPal,Clothing,Desktop,Apr,0
2379,64,Male,Los Angeles,23.3,2,12,178.94,1,PayPal,Sports,Tablet,Jun,1
2380,33,Male,New York,6.76,3,9,207.66,1,PayPal,Clothing,Mobile,Apr,0
2381,59,Female,Los Angeles,7.7,4,13,63.23,0,Credit Card,Books,Tablet,Feb,1
2382,47,Female,New York,19.63,4,15,88.84,0,Debit Card,Home,Desktop,Jan,1
2383,33,Other,Los Angeles,23.4,5,11,273.75,1,Credit Card,Electronics,Mobile,Jan,1
2384,29,Male,New York,17.27,2,8,32.65,0,Debit Card,Electronics,Mobile,Jan,1
2385,34,Male,New York,26.94,7,14,185.64,1,Credit Card,Electronics,Desktop,Apr,0
2386,33,Female,Los Angeles,8.33,4,9,125.68,0,Credit Card,Books,Tablet,Feb,0
2387,29,Female,Phoenix,5.68,9,14,-8.94,1,Debit Card,Sports,Mobile,Mar,1
2388,25,Other,Houston,21.71,5,9,126.91,0,Debit Card,Home,Tablet,Jun,1
2389,37,Male,Houston,15.98,8,12,117.17,1,Debit Card,Books,Mobile,Mar,1
2390,20,Female,Houston,21.45,7,14,7.61,1,Debit Card,Sports,Mobile,Mar,1
2391,33,Other,New York,6.78,4,9,65.59,1,Credit Card,Clothing,Mobile,Jan,0
2392,47,Male,Houston,11.45,7,8,167.63,1,PayPal,Books,Desktop,May,0
2393,62,Male,New York,28.94,6,13,118.26,1,PayPal,Sports,Desktop,Mar,1
2394,40,Female,Phoenix,13.39,10,15,220.87,0,Credit Card,Home,Tablet,Jun,1
2395,45,Other,Los Angeles,26.41,8,8,361.08,1,PayPal,Electronics,Mobile,Apr,1
2396,57,Female,Los Angeles,21.21,3,9,125.31,0,COD,Clothing,Mobile,Apr,1
2397,22,Other,New York,12.72,3,13,89.37,1,Debit Card,Clothing,Desktop,May,1
2398,37,Male,New York,26.29,6,15,173.2,0,Debit Card,Electronics,Desktop,Mar,0
2399,57,Other,Phoenix,17.61,2,14,132.68,0,Credit Card,Home,Mobile,Feb,0
2400,61,Other,Houston,15.11,5,14,137.88,0,COD,Electronics,Desktop,Jan,0
2401,18,Other,Phoenix,14.36,6,16,208.94,0,PayPal,Sports,Tablet,May,1
2402,47,Other,Los Angeles,18.51,3,13,222.68,0,Credit Card,Books,Mobile,Jun,1
2403,38,Other,Los Angeles,5.97,6,13,224.0,0,Debit Card,Home,Mobile,Feb,0
2404,37,Female,Houston,22.19,3,14,97.23,1,Debit Card,Sports,Tablet,May,1
2405,23,Other,Los Angeles,18.53,8,5,186.79,0,Credit Card,Electronics,Tablet,Jun,1
2406,39,Other,New York,10.43,5,13,-17.29,1,PayPal,Home,Desktop,Jun,0
2407,35,Male,Los Angeles,4.85,5,17,229.3,0,COD,Home,Mobile,Jun,1
2408,25,Other,Chicago,12.99,6,12,56.03,1,Credit Card,Electronics,Mobile,Jan,0
2409,56,Male,Houston,17.0,6,11,188.99,0,Credit Card,Sports,Mobile,May,1
2410,49,Female,Houston,16.25,4,25,206.41,0,COD,Books,Tablet,Jun,0
2411,50,Female,Houston,16.2,3,11,139.07,0,COD,Clothing,Mobile,Jun,0
2412,33,Other,Chicago,20.39,7,7,193.22,1,Credit Card,Clothing,Mobile,Mar,1
2413,29,Female,Phoenix,5.79,5,20,168.02,1,PayPal,Books,Tablet,Jan,0
2414,55,Other,New York,14.48,1,13,134.52,0,Debit Card,Books,Desktop,Jan,0
2415,51,Female,Houston,17.38,8,10,147.82,0,COD,Clothing,Tablet,Apr,0
2416,31,Other,Los Angeles,18.69,8,14,170.18,0,PayPal,Clothing,Desktop,May,0
2417,53,Other,New York,22.19,6,19,104.47,1,Debit Card,Clothing,Mobile,Mar,1
2418,50,Male,Los Angeles,13.37,1,12,83.61,0,Credit Card,Books,Mobile,May,1
2419,40,Male,New York,15.43,6,9,66.65,0,COD,Sports,Mobile,Apr,0
2420,62,Male,New York,9.07,3,8,136.38,0,Debit Card,Electronics,Tablet,Jun,1
2421,19,Male,Los Angeles,18.11,3,11,267.34,0,Credit Card,Sports,Mobile,Apr,1
2422,58,Other,Los Angeles,8.04,5,2,84.99,0,Debit Card,Electronics,Mobile,Apr,1
2423,38,Female,New York,19.59,2,9,262.21,0,COD,Clothing,Tablet,Mar,1
2424,19,Other,Houston,24.45,2,15,157.88,0,COD,Books,Desktop,Mar,1
2425,44,Male,Los Angeles,18.75,3,14,60.44,1,Credit Card,Clothing,Mobile,Apr,1
2426,26,Male,Chicago,25.27,3,21,48.49,0,PayPal,Sports,Tablet,Apr,1
2427,18,Female,Chicago,11.37,7,8,268.74,1,COD,Electronics,Tablet,Mar,1
2428,28,Male,New York,5.41,10,13,199.93,0,PayPal,Home,Desktop,Jun,1
2429,20,Other,Phoenix,13.71,7,11,80.77,0,COD,Electronics,Mobile,Feb,1
2430,40,Other,New York,10.09,5,8,59.74,0,Credit Card,Electronics,Desktop,Jan,0
2431,43,Other,New York,11.05,3,11,183.14,0,Credit Card,Books,Mobile,May,0
2432,21,Other,Houston,-2.77,5,10,106.86,1,Debit Card,Electronics,Mobile,Jan,0
2433,35,Other,Houston,16.4,7,15,65.98,0,Debit Card,Sports,Desktop,May,0
2434,23,Female,Phoenix,15.17,4,14,194.12,1,PayPal,Home,Mobile,May,1
2435,52,Other,Phoenix,21.74,6,13,146.41,0,PayPal,Home,Tablet,May,1
2436,39,Male,Phoenix,19.42,10,13,58.75,0,Debit Card,Electronics,Desktop,Mar,1
2437,60,Male,Phoenix,13.6,5,9,123.6,1,PayPal,Clothing,Mobile,May,0
2438,32,Male,Phoenix,22.3,3,10,225.49,1,Debit Card,Sports,Tablet,May,1
2439,39,Male,New York,22.09,3,10,54.71,0,Credit Card,Sports,Mobile,Jun,0
2440,54,Female,New York,11.1,1,7,194.67,1,PayPal,Clothing,Tablet,Jun,1
2441,59,Male,Chicago,16.57,6,12,115.2,0,Credit Card,Books,Tablet,May,0
2442,29,Female,Chicago,27.08,3,15,149.2,1,Credit Card,Books,Mobile,Jun,0
2443,64,Male,Los Angeles,17.61,6,7,128.37,1,COD,Books,Mobile,Feb,0
2444,59,Female,New York,8.42,11,12,172.96,1,COD,Clothing,Tablet,May,0
2445,55,Female,Phoenix,6.02,3,11,79.77,0,PayPal,Books,Desktop,May,0
2446,35,Female,Los Angeles,3.23,4,12,212.58,0,PayPal,Books,Mobile,Jun,0
2447,62,Male,Houston,-1.38,7,11,112.33,0,Debit Card,Electronics,Tablet,May,1
2448,52,Female,New York,11.13,2,16,217.71,0,COD,Clothing,Mobile,Jun,0
2449,47,Other,Chicago,13.6,6,16,168.02,1,COD,Books,Desktop,Apr,1
2450,41,Other,New York,7.19,6,10,184.37,1,Credit Card,Sports,Tablet,Jun,0
2451,59,Male,New York,9.53,3,9,96.4,0,COD,Books,Mobile,Mar,0
2452,47,Other,New York,7.37,8,18,81.48,0,Debit Card,Electronics,Tablet,Mar,1
2453,31,Other,New York,2.36,2,11,88.3,0,Credit Card,Clothing,Desktop,May,0
2454,23,Other,Houston,13.64,8,13,104.28,1,COD,Books,Desktop,Jun,1
2455,20,Male,Chicago,20.35,2,11,192.61,1,PayPal,Electronics,Desktop,Feb,1
2456,33,Male,New York,10.92,2,12,148.69,1,COD,Books,Desktop,Feb,1
2457,24,Other,Houston,24.09,5,12,246.93,0,Credit Card,Home,Mobile,Jun,1
2458,31,Male,Los Angeles,16.23,7,15,30.25,0,COD,Books,Tablet,Jun,1
2459,26,Female,New York,22.14,4,11,163.26,0,PayPal,Books,Mobile,Feb,1
2460,32,Other,Houston,15.25,7,8,68.88,0,PayPal,Home,Desktop,Feb,0
2461,38,Male,Phoenix,20.37,7,9,127.06,0,Debit Card,Clothing,Tablet,Apr,1
2462,52,Male,Los Angeles,3.71,4,9,121.59,1,Credit Card,Books,Tablet,Jan,1
2463,19,Other,Chicago,21.74,8,7,200.78,0,PayPal,Clothing,Mobile,May,1
2464,44,Male,New York,15.05,7,15,41.31,0,Credit Card,Electronics,Mobile,Apr,0
2465,19,Other,New York,23.78,7,12,162.14,1,PayPal,Sports,Mobile,Mar,1
2466,52,Male,Houston,12.98,8,7,142.83,1,Debit Card,Clothing,Tablet,Jun,0
2467,35,Female,Chicago,28.93,8,7,149.41,1,PayPal,Books,Mobile,Feb,1
2468,31,Other,Phoenix,19.27,5,12,103.85,1,Credit Card,Electronics,Tablet,Apr,0
2469,37,Female,Los Angeles,7.76,6,7,66.52,1,PayPal,Electronics,Desktop,Apr,1
2470,35,Other,Chicago,24.03,5,17,42.33,0,PayPal,Sports,Mobile,Mar,1
2471,27,Male,New York,6.54,2,9,132.91,0,COD,Home,Desktop,Jun,1
2472,42,Female,Houston,6.09,3,13,86.84,1,Debit Card,Electronics,Mobile,Mar,1
2473,19,Male,Phoenix,25.31,4,12,216.93,1,PayPal,Books,Desktop,May,1
2474,42,Other,Houston,17.68,1,17,234.99,1,Debit Card,Sports,Mobile,Mar,1
2475,50,Other,Los Angeles,15.58,8,8,141.8,0,Credit Card,Books,Tablet,Feb,0
2476,53,Other,Chicago,10.97,5,13,217.92,0,Debit Card,Home,Desktop,Feb,0
2477,48,Other,Houston,21.65,3,9,26.88,1,PayPal,Books,Mobile,Apr,1
2478,31,Other,Houston,12.83,1,9,9.16,1,COD,Home,Desktop,Feb,0
2479,18,Female,New York,16.61,2,4,113.09,0,PayPal,Sports,Tablet,Mar,1
2480,63,Other,Houston,5.98,5,15,288.1,1,Debit Card,Books,Mobile,Mar,0
2481,33,Male,Phoenix,14.54,2,10,67.32,1,COD,Clothing,Desktop,Feb,1
2482,63,Female,Chicago,16.4,5,13,175.55,0,COD,Books,Desktop,May,1
2483,20,Male,Los Angeles,19.27,5,7,207.18,0,Credit Card,Clothing,Mobile,Mar,0
2484,52,Other,Houston,17.7,7,9,67.0,1,Credit Card,Clothing,Tablet,Jan,0
2485,58,Male,Phoenix,12.33,3,9,249.7,1,PayPal,Books,Mobile,Feb,0
2486,23,Female,Los Angeles,17.28,2,13,104.55,0,Debit Card,Clothing,Tablet,Mar,0
2487,42,Female,Phoenix,22.85,6,11,227.68,0,PayPal,Electronics,Desktop,Jan,1
2488,30,Female,Houston,3.13,3,14,135.09,0,PayPal,Electronics,Mobile,Apr,0
2489,51,Male,Houston,13.68,7,14,233.68,0,COD,Books,Tablet,Apr,1
2490,25,Female,Chicago,16.67,6,15,173.36,1,PayPal,Electronics,Mobile,Jan,0
2491,38,Male,New York,7.62,4,14,123.93,0,Debit Card,Clothing,Mobile,Mar,1
2492,51,Other,Phoenix,22.44,4,13,208.12,1,PayPal,Sports,Desktop,Mar,1
2493,21,Other,New York,19.8,2,12,263.27,1,Credit Card,Books,Tablet,May,1
2494,42,Male,New York,22.98,6,8,95.92,1,Credit Card,Home,Mobile,Jun,0
2495,32,Female,Los Angeles,32.28,7,7,156.17,0,COD,Electronics,Mobile,Apr,0
